,dimensions, bond type, name, void fraction [widom], supercell volume [A^3], density [kg/m^3], heat desorption high P [kJ/mol], heat desorption error high P [kJ/mol], absolute methane uptake high P [molec/unit cell], absolute methane uptake error high P [molec/unit cell], absolute methane uptake high P [mol/kg], absolute methane uptake error high P [mol/kg], excess methane uptake high P [molec/unit cell], excess methane uptake error high P [molec/unit cell], excess methane uptake high P [mol/kg], excess methane uptake error high P [mol/kg], heat desorption low P [kJ/mol], heat desorption error low P [kJ/mol], absolute methane uptake low P [molec/unit cell], absolute methane uptake error low P [molec/unit cell], absolute methane uptake low P [mol/kg], absolute methane uptake error low P [mol/kg], excess methane uptake low P [molec/unit cell], excess methane uptake error low P [molec/unit cell], excess methane uptake low P [mol/kg], excess methane uptake error low P [mol/kg], surface area [m^2/g], deliverable capacity [v STP/v], linkerA, linkerB, net, cell_a [A], cell_b [A], cell_c [A], alpha [deg], beta [deg], gamma [deg], chemical formula, num carbon, num fluorine, num hydrogen, num nitrogen, num oxygen, num sulfur, num silicon, vertices, edges, genus, largest included sphere diameter [A], largest free sphere diameter [A], largest included sphere along free sphere path diameter [A], absolute methane uptake high P [v STP/v], absolute methane uptake low P [v STP/v]
3047,3, amide, linker100_CO_linker32_NH_qtz_relaxed_interp_2,0.879946,29112.570081345995,247.319751126988,10.40856,0.292377,125.954,1.5367472141,29.0483604533,0.3544150007,79.7142524066,1.5367472141,18.3842381915,0.3544150007,9.2113,0.295584,14.5166,0.6044033091,3.3479161389,0.139391565,10.8604467815,0.6044033091,2.5047094399,0.139391565,6906.04,142.221698255, linker100_CO, linker32_NH, qtz,30.9116,30.9116,35.1809,90.0,90.0,120.0, C216H156N72O36,216,0,156,72,36,0,0,1,1,4,21.50426,20.90343,21.50426,160.7484720756866,18.52677382019228
4776,3, amide, linker100_CO_linker32_NH_und_relaxed,0.950254,174789.00265902767,109.848460755948,7.34405,0.341409,496.772,3.4240985967,42.9633401453,0.2961332617,196.9712623979,3.4240985967,17.0350650706,0.2961332617,6.38734,0.266025,45.085,0.6430937723,3.8991774707,0.0556179827,21.3799088449,0.6430937723,1.8490420072,0.0556179827,7531.34,96.0149640006, linker100_CO, linker32_NH, und,78.0315,78.0315,28.7061,90.0,90.0,90.0, C576H416N192O96,576,0,416,192,96,0,0,1,2,9,32.87667,29.37635,32.51958,105.59866831803964,9.583704317427596
4792,3, amide, linker100_CO_linker32_NH_und_relaxed_interp_2,0.899397,174789.00265902767,219.696921511895,9.7939,0.267085,721.9552,3.9533704911,31.2191577094,0.1709536781,438.1996104449,3.9533704911,18.9488527082,0.1709536781,8.71833,0.261898,77.6076,1.0853088777,3.3559477151,0.0469314841,55.1711905035,1.0853088777,2.3857409675,0.0469314841,7009.44,136.96876735, linker100_CO, linker32_NH, und,78.0315,78.0315,28.7061,90.0,90.0,90.0, C1152H832N384O192,1152,0,832,384,192,0,0,1,2,9,19.60247,16.22413,19.18178,153.46579055418857,16.49702320448166
4809,3, amide, linker100_CO_linker33_NH_und_relaxed,0.944843,172728.063442939,117.941044500247,7.65884,0.420784,508.8716,5.9333868372,41.4791022994,0.4836417666,214.2928329488,5.9333868372,17.4674207402,0.4836417666,6.92693,0.195508,48.7174,1.306380404,3.9710489215,0.1064855779,25.4252073884,1.306380404,2.0724575281,0.1064855779,7534.32,98.9819311822, linker100_CO, linker33_NH, und,77.7235,77.7235,28.5929,90.0,90.0,90.0, C704H480N128O96,704,0,480,128,96,0,0,1,2,9,29.87156,27.47356,29.86503,109.46133642111108,10.479405238895188
4830,3, amide, linker100_CO_linker33_NH_und_relaxed_interp_2,0.887665,172728.063442939,235.88208900049,10.06872,0.261937,754.4128,3.4396107686,30.7468187527,0.1401846428,477.6607245181,3.4396107687,19.4675219217,0.1401846428,9.49122,0.324776,88.803,0.7115414254,3.6192516162,0.0289995547,66.9203547832,0.7115414254,2.7274033783,0.0289995547,7158.47,143.176664296, linker100_CO, linker33_NH, und,77.7235,77.7235,28.5929,90.0,90.0,90.0, C1408H960N256O192,1408,0,960,256,192,0,0,1,2,9,18.53789,15.19014,18.53789,162.27872276863852,19.102058472429484
4863,3, amide, linker100_CO_linker35_NH_und_relaxed,0.955036,171908.85195347707,109.831812193684,7.49143,0.308845,501.8338,2.2736382825,44.1349387439,0.1999603979,205.4893016787,2.2736382826,18.0722337597,0.1999603979,6.62857,0.301881,45.6162,0.9877233621,4.0118226248,0.0868676245,22.184391919,0.9877233621,1.951057857,0.0868676245,7387.88,98.6027964203, linker100_CO, linker35_NH, und,77.6006,77.6006,28.5475,90.0,90.0,90.0, C640H352N128O96,640,0,352,128,96,0,0,1,2,9,30.16131,27.30923,30.16131,108.46187437355404,9.859077953295673
4882,3, amide, linker100_CO_linker35_NH_und_relaxed_interp_2,0.91119,171908.85195347707,219.663624387366,10.03775,0.12738,735.7342,4.8878064446,32.3529262565,0.2149347434,452.9949698292,4.8878064446,19.9198472131,0.2149347434,9.13219,0.564778,81.9848,1.8349349416,3.6051717978,0.080688807,59.6287535208,1.8349349416,2.6220945899,0.080688807,7016.16,141.295555012, linker100_CO, linker35_NH, und,77.6006,77.6006,28.5475,90.0,90.0,90.0, C1280H704N256O192,1280,0,704,256,192,0,0,1,2,9,19.82903,16.07393,19.61922,159.01501726834616,17.719462256288026
4895,3, amide, linker100_CO_linker36_NH_cdl_relaxed,0.922813,111776.72313683848,175.585702718703,8.87032,0.243705,414.7898,2.7007751184,35.0942974811,0.2285056321,228.6051109044,2.7007751184,19.3416900989,0.2285056321,7.74181,0.343075,40.143,0.9127198913,3.3963959186,0.077222881,25.4214717543,0.9127198913,2.1508453008,0.077222881,7337.69,124.533470233, linker100_CO, linker36_NH, cdl,38.2332,38.2332,76.4663,90.0,90.0,90.0, C672H416N128O96,672,0,416,128,96,0,0,1,3,5,19.501,14.6261,18.81868,137.8770970714782,13.343626838923877
4922,3, amide, linker100_CO_linker36_NH_cdl_relaxed_interp_2,0.840367,111776.72313683848,351.1714054374,13.18792,0.616786,628.7188,4.3209123851,26.5971398033,0.1827906383,459.1682316603,4.3209123851,19.4245211861,0.1827906383,11.38407,0.261168,95.844,1.6965730164,4.0545570887,0.0717713383,82.4377231841,1.6965730164,3.4874217991,0.0717713383,6635.94,177.12882652, linker100_CO, linker36_NH, cdl,38.2332,38.2332,76.4663,90.0,90.0,90.0, C1344H832N256O192,1344,0,832,256,192,0,0,1,3,5,13.58373,9.34924,12.72906,208.9875956889088,31.858769169070605
4896,3, amide, linker100_CO_linker36_NH_cds_relaxed,0.922514,56082.637048715915,174.977457484097,9.07573,0.267266,206.8326,3.4802196712,34.9991479694,0.5889048595,113.4469215467,3.4802196712,19.1969041335,0.5889048595,7.56132,0.38133,19.667,0.3064271528,3.3279485106,0.0518520256,12.2830421151,0.3064271528,2.0784731638,0.0518520256,7293.74,123.997531917, linker100_CO, linker36_NH, cds,38.2774,38.2774,38.2775,90.0,90.0,90.0, C336H208N64O48,336,0,208,64,48,0,0,1,2,3,19.41523,14.44678,18.77696,137.02695324342275,13.029421326405
4923,3, amide, linker100_CO_linker36_NH_cds_relaxed_interp_2,0.842796,56082.637048715915,349.954914968197,13.37001,0.292708,315.6606,1.1554286477,26.7072309866,0.0977578443,230.3447389315,1.1554286477,19.4888755492,0.0977578443,11.30573,0.424362,46.713,1.1998846611,3.9522667101,0.1015191532,39.9671184529,1.1998846611,3.3815150335,0.1015191532,6629.6,178.178247579, linker100_CO, linker36_NH, cds,38.2774,38.2774,38.2775,90.0,90.0,90.0, C672H416N128O96,672,0,416,128,96,0,0,1,2,3,12.80574,9.53918,12.43851,209.12569042319456,30.94744284426064
4897,3, amide, linker100_CO_linker36_NH_und_relaxed,0.94944,171979.4703979103,114.120565868507,7.46347,0.250872,505.035,6.3445038892,42.7297115994,0.5367921459,210.305899825,6.3445038892,17.793440944,0.5367921459,6.63617,0.128231,46.4974,1.0701092281,3.934025349,0.0905391878,23.1933206251,1.0701092281,1.9623271681,0.0905391878,7517.34,99.0635261843, linker100_CO, linker36_NH, und,77.6111,77.6111,28.5515,90.0,90.0,90.0, C672H416N128O96,672,0,416,128,96,0,0,1,2,9,32.41479,28.96355,32.40184,109.10893228065883,10.045406096315975
4924,3, amide, linker100_CO_linker36_NH_und_relaxed_interp_2,0.897567,171979.4703979103,228.241131737011,10.16999,0.154988,744.6612,2.9405975991,31.5019338415,0.1243981975,466.0347314956,2.9405975991,19.7149996259,0.1243981975,8.86908,0.46799,83.729,0.6528019608,3.5420476031,0.0276159469,61.6981474846,0.6528019608,2.6100607366,0.0276159469,7131.91,142.789324803, linker100_CO, linker36_NH, und,77.6111,77.6111,28.5515,90.0,90.0,90.0, C1344H832N256O192,1344,0,832,256,192,0,0,1,2,9,20.11683,14.25288,20.07683,160.8783320817095,18.089007278342105
1447,3, amide, linker100_CO_linker37_NH_lvt_relaxed,0.941801,84232.72796822201,132.88612767483,7.71268,0.18654,245.9514,2.1732367013,36.4869696434,0.3224003667,102.759352345,2.1732367013,15.2443831163,0.3224003667,6.84146,0.250848,22.5898,0.4061357409,3.3512041275,0.0602503684,11.2676779482,0.4061357409,1.6715636636,0.0602503684,6906.7,98.524237468, linker100_CO, linker37_NH, lvt,43.8356,43.8356,43.8356,90.0,90.0,90.0, C288H144N96O112,288,0,144,96,112,0,0,1,1,5,31.62303,26.36155,31.62303,108.4885411779463,9.964303709934207
1601,3, amide, linker100_CO_linker37_NH_lvt_relaxed_interp_2,0.881348,84232.72796822201,265.772255349663,10.1267,0.535328,356.3052,2.5969223015,26.4289957614,0.1926271312,222.304466494,2.5969223015,16.4894697094,0.1926271312,9.93778,0.500058,43.9514,1.3370478525,3.2601021941,0.0991757404,33.3560304621,1.3370478525,2.4741889473,0.0991757404,6202.47,137.778472062, linker100_CO, linker37_NH, lvt,43.8356,43.8356,43.8356,90.0,90.0,90.0, C576H288N192O224,576,0,288,192,224,0,0,1,1,5,24.19915,17.346,24.19915,157.1653235648245,19.38685150263837
1602,3, amide, linker100_CO_linker37_NH_lvt_relaxed_interp_3,0.820504,84232.72796822201,398.658383024496,13.31355,0.416812,466.137,2.741682695,23.0505248445,0.1355765045,341.387028542,2.741682695,16.8816253226,0.1355765045,11.6046,0.173368,71.1414,1.3229431431,3.5179498906,0.0654196809,61.2774834911,1.3229431431,3.0301781571,0.0654196809,5917.44,174.231561259, linker100_CO, linker37_NH, lvt,43.8356,43.8356,43.8356,90.0,90.0,90.0, C864H432N288O336,864,0,432,288,336,0,0,1,1,5,15.18624,11.14751,15.17727,205.61185307025323,31.38029181088917
2232,3, amide, linker100_CO_linker37_NH_qtz_relaxed,0.926239,46959.61381523469,178.771077961139,8.41013,0.589842,161.7518,1.6459158666,31.9945757109,0.3255628674,83.2415308214,1.6459158666,16.4652106509,0.3255628674,7.86167,0.663518,16.305,0.4551430544,3.225136023,0.0900274922,10.0972331266,0.4551430544,1.9972370616,0.0900274922,6984.05,115.078737945, linker100_CO, linker37_NH, qtz,33.7105,33.7106,47.7158,89.998,89.998,120.0, C216H108N72O84,216,0,108,72,84,0,0,1,1,4,21.99074,21.69158,21.99074,127.97939180734448,12.900653862363322
3048,3, amide, linker100_CO_linker37_NH_qtz_relaxed_interp_2,0.845774,46959.61381523469,357.542155922279,11.83241,0.163681,240.1448,1.9515964337,23.7503724384,0.1930133076,168.4549398189,1.9515964337,16.6602298271,0.1930133076,12.38093,0.597973,42.023,1.0847502938,4.1560837502,0.1072820377,36.3545193816,1.0847502938,3.5954697963,0.1072820377,5465.75,156.755643324, linker100_CO, linker37_NH, qtz,33.7105,33.7106,47.7158,89.998,89.998,120.0, C432H216N144O168,432,0,216,144,168,0,0,1,1,4,21.76045,21.61994,21.76045,190.00459623715733,33.24895291358892
4960,3, amide, linker100_CO_linker38_NH_und_relaxed,0.9518,171664.78534388222,119.89289819942,7.73887,0.267802,510.1574,6.4988365235,41.160299458,0.5243363273,215.2363295425,6.4988365236,17.3656047687,0.5243363273,6.68481,0.290203,47.0852,1.5009956163,3.7989078117,0.1211026813,23.765941633,1.5009956162,1.9174734592,0.1211026813,7174.09,100.226584549, linker100_CO, linker38_NH, und,77.5637,77.5637,28.5341,90.0,90.0,90.0, C640H352N128O160,640,0,352,128,160,0,0,1,2,9,28.91059,26.12311,28.90996,110.41762771394635,10.191043165269411
4983,3, amide, linker100_CO_linker38_NH_und_relaxed_interp_2,0.903116,171664.78534388222,239.785796398837,10.10514,0.44646,758.2344,4.3218508257,30.5877705227,0.1743468528,478.3983656784,4.3218508257,19.2989653698,0.1743468528,9.22995,0.226589,85.849,1.7409712232,3.4632160076,0.0702321449,63.7225077334,1.7409712232,2.5706159516,0.0702321449,6864.56,145.529988936, linker100_CO, linker38_NH, und,77.5637,77.5637,28.5341,90.0,90.0,90.0, C1280H704N256O320,1280,0,704,256,320,0,0,1,2,9,19.43398,15.419,19.11405,164.11100515055287,18.58101621492589
4091,3, amide, linker100_CO_linker3_NH_und_relaxed,0.921796,168497.2147778014,168.565739500999,8.85483,0.294231,606.0096,4.9627091956,35.429618501,0.2901387924,325.6558096911,4.9627091956,19.0390731434,0.2901387924,7.69202,0.210745,59.218,1.0865578678,3.4621087659,0.0635242919,37.050569032,1.0865578678,2.1661167184,0.0635242919,7215.65,120.571466741, linker100_CO, linker3_NH, und,61.1813,61.1813,45.0148,90.0,90.0,90.0, C960H704N128O192,960,0,704,128,192,0,0,1,2,9,23.20996,20.97067,22.5396,133.62946016595873,13.057993424625572
4118,3, amide, linker100_CO_linker3_NH_und_relaxed_interp_2,0.834721,168497.2147778014,337.131479001989,12.73831,0.27299,888.8354,4.1383897545,25.9823434581,0.1209729765,634.9644825731,4.1383897544,18.5612153498,0.1209729765,10.93279,0.143867,130.9284,2.4851715756,3.8272852963,0.0726462756,110.8549562607,2.4851715756,3.2405004882,0.0726462756,6161.9,167.123925538, linker100_CO, linker3_NH, und,61.1813,61.1813,45.0148,90.0,90.0,90.0, C1920H1408N256O384,1920,0,1408,256,384,0,0,1,2,9,14.9473,10.51754,14.51297,195.99457612304477,28.870650584692655
2233,3, amide, linker100_CO_linker43_NH_qtz_relaxed,0.853712,85032.27334171746,340.546424244804,12.6625,0.480687,448.201,3.3407287828,25.7016920149,0.1915711529,317.1699978958,3.3407287828,18.1878344811,0.1915711529,11.16244,0.318627,69.6858,1.2881946437,3.996070891,0.0738703885,59.3252456069,1.2881946437,3.4019540146,0.0738703885,6794.64,165.39217955, linker100_CO, linker43_NH, qtz,54.1116,54.1116,33.533,89.9975,89.9975,120.0, C864H528N192O240,864,0,528,192,240,0,0,1,1,4,15.43511,14.68503,15.43507,195.84138303192967,30.449203481754523
2234,3, amide, linker100_CO_linker46_NH_qtz_relaxed,0.862049,84609.82302991461,300.788025835261,11.55382,0.303585,424.317,3.0917785173,27.6858658647,0.2017325851,292.6637376334,3.0917785173,19.0957444165,0.2017325851,10.2058,0.262592,54.5462,1.7884475503,3.5590343461,0.1166927533,44.1364438058,1.7884475503,2.8798178318,0.1166927533,6846.3,162.378027924, linker100_CO, linker46_NH, qtz,54.0538,54.0538,33.4378,89.9975,89.9975,120.0, C816H528N192O144,816,0,528,192,144,0,0,1,1,4,15.46624,14.75389,15.46032,186.33098577408305,23.952957850531646
4133,3, amide, linker100_CO_linker4_NH_und_relaxed,0.922088,168656.5267616481,187.922062489253,8.74005,0.258957,614.1054,5.6507152963,32.1744404042,0.2960543948,333.397646278,5.6507152963,17.4674945067,0.2960543948,7.89435,0.541879,60.8106,0.8442299213,3.186011759,0.0442312106,38.6151813257,0.8442299213,2.0231410606,0.0442312106,6824.98,121.890223287, linker100_CO, linker4_NH, und,61.2007,61.2007,45.0288,90.0,90.0,90.0, C896H512N192O320,896,0,512,192,320,0,0,1,2,9,21.89689,19.75477,21.76915,135.28673019905924,13.396506911573132
4154,3, amide, linker100_CO_linker4_NH_und_relaxed_interp_2,0.832193,168656.5267616481,375.844124978501,12.73535,0.318957,893.1788,5.6330001101,23.3978793143,0.1475631271,639.837440289,5.6330001101,16.7613015542,0.1475631271,11.30596,0.305808,137.4364,0.8299779274,3.6003097035,0.0217422574,117.4048281188,0.8299779274,3.0755588906,0.0217422574,5641.45,166.489202291, linker100_CO, linker4_NH, und,61.2007,61.2007,45.0288,90.0,90.0,90.0, C1792H1024N384O640,1792,0,1024,384,640,0,0,1,2,9,14.07469,9.68011,13.6614,196.76628691951404,30.27708462813676
4165,3, amide, linker100_CO_linker5_NH_und_relaxed,0.913145,168856.65665895847,177.034922277503,9.02956,0.412017,617.482,4.6807908734,34.3001626956,0.2600106376,339.1668691391,4.6807908733,18.8401909569,0.2600106376,7.91945,0.342446,61.6522,1.046716313,3.4246836192,0.0581434598,39.645964793,1.046716313,2.2022715522,0.0581434598,7200.44,122.303554049, linker100_CO, linker5_NH, und,61.2249,61.2249,45.0466,90.0,90.0,90.0, C1024H832N128O192,1024,0,832,128,192,0,0,1,2,9,23.21132,20.68822,22.93917,135.869367135464,13.565813086932788
4198,3, amide, linker100_CO_linker6_NH_und_relaxed,0.91098,169849.47167334676,214.757068274532,9.2281,0.485767,637.1748,2.8714836305,29.0065403467,0.1307204958,357.8870231484,2.8714836305,16.2923335583,0.1307204958,8.31207,0.149209,65.4502,1.4280080672,2.9795338218,0.0650081793,43.3670581714,1.4280080672,1.9742279867,0.0650081793,6290.03,125.065670393, linker100_CO, linker6_NH, und,61.3446,61.3446,45.1348,90.0,90.0,90.0, C896H448N256O448,896,0,448,256,448,0,0,1,2,9,22.3984,20.20645,21.81951,139.38300629237128,14.317335899713033
4261,3, amide, linker100_CO_linker8_NH_und_relaxed,0.910811,168278.5291058387,216.761905267215,9.31029,0.456844,638.4318,3.5421533337,29.0637636098,0.1612518474,361.7784964183,3.5421533338,16.4694877339,0.1612518474,8.53924,0.905014,66.8286,2.8953031206,3.0422836594,0.1318048466,44.9537646269,2.8953031206,2.0464607002,0.1318048466,6607.56,126.206400517, linker100_CO, linker8_NH, und,61.1549,61.1549,44.9952,90.0,90.0,90.0, C896H448N256O448,896,0,448,256,448,0,0,1,2,9,21.76709,20.4206,21.76599,140.9617361367279,14.75533562022296
752,3, amide, linker100_CO_linker93_NH_bor_relaxed,0.909268,17433.00992882676,193.5531638838,9.20847,0.384523,66.9736,1.9368256917,32.9594533606,0.9531623812,38.3619323959,1.9368256917,18.8789063396,0.9531623812,8.37575,0.393106,6.9618,0.1550401238,3.4260831493,0.0762992841,4.6994900601,0.1550401238,2.31274149,0.0762992841,6885.31,127.902699908, linker100_CO, linker93_NH, bor,25.9293,25.9293,25.9293,90.0,90.0,90.0, C120H78N16O18,120,0,78,16,18,0,0,2,1,6,21.65719,15.74115,21.65719,142.7403321112151,14.83763220285451
780,3, amide, linker100_CO_linker93_NH_bor_relaxed_interp_2,0.810846,17433.00992882676,387.106327767597,14.23182,0.74241,98.6486,1.5755713123,24.2737730299,0.3876898448,73.133948401,1.5755713123,17.9955606492,0.3876898448,12.10018,0.33647,17.3654,0.6069380199,4.2729828723,0.1493450058,15.3479695334,0.6069380199,3.7765678268,0.1493450058,5992.96,173.238275426, linker100_CO, linker93_NH, bor,25.9293,25.9293,25.9293,90.0,90.0,90.0, C240H156N32O36,240,0,156,32,36,0,0,2,1,6,11.30633,9.44939,11.28228,210.24902239562397,37.01074696989623
3973,3, amide, linker100_CO_linker93_NH_tbo_relaxed,0.90962,140569.87704593618,192.030571479523,9.48868,0.348467,541.808,3.0584338476,33.3297290021,0.1881418719,311.0104724972,3.0584338476,19.1320444976,0.1881418719,8.19032,0.214825,54.6846,1.1417058115,3.3639645383,0.0702328967,36.4355574139,1.1417058115,2.2413608781,0.0702328967,6781.06,128.754425022, linker100_CO, linker93_NH, tbo,51.9953,51.9953,51.9953,90.0,90.0,90.0, C960H624N128O144,960,0,624,128,144,0,0,2,1,11,31.01658,16.16592,30.95624,143.2084303731076,14.454005351510213
2107,3, amide, linker100_CO_linker99_NH_pts_relaxed,0.799876,28996.89810038547,462.205849526258,15.2182,0.639917,176.2796,0.9194273,21.8405758638,0.1139146089,134.4144072734,0.9194273,16.6535892936,0.1139146089,12.99566,0.68847,37.0164,1.2477881872,4.5862339851,0.1545976537,33.7061405999,1.2477881872,4.176101607,0.1545976537,4361.08,178.44330742, linker100_CO, linker99_NH, pts,30.7466,30.7467,30.689,88.2561,90.6219,90.0, C448H256N64O96,448,0,256,64,96,0,0,2,1,5,11.40303,9.72538,11.21197,225.87384789810383,47.430540478219605
4282,3, amide, linker100_CO_linker9_NH_und_relaxed,0.91145,168851.84774091464,177.039964250354,8.93879,0.291646,611.157,5.7895790521,33.9488188037,0.3216020927,333.3663953623,5.7895790521,18.5179836792,0.3216020927,7.87183,0.366394,60.422,0.7332917564,3.3563479266,0.0407332142,38.4572388135,0.7332917564,2.1362396768,0.0407332142,7171.62,121.185956868, linker100_CO, linker9_NH, und,61.2243,61.2243,45.0462,90.0,90.0,90.0, C1024H832N128O192,1024,0,832,128,192,0,0,1,2,9,21.89288,19.67949,21.89288,134.48145812730363,13.295501259163892
4311,3, amide, linker100_CO_linker9_NH_und_relaxed_interp_2,0.811842,168851.84774091464,354.079928500701,12.87022,0.471739,889.213,3.3550289416,24.6971981135,0.0931833143,641.7807985076,3.3550289417,17.8249615404,0.0931833143,11.51689,0.466047,137.247,1.9428753949,3.8119284688,0.05396185,117.6826622402,1.9428753949,3.2685442339,0.05396185,6031.44,165.465639994, linker100_CO, linker9_NH, und,61.2243,61.2243,45.0462,90.0,90.0,90.0, C2048H1664N256O384,2048,0,1664,256,384,0,0,1,2,9,15.53213,11.55194,15.53023,195.66602497523857,30.200384981012828
2109,3, amide, linker100_NH_linker102_CO_pts_relaxed,0.791154,41039.47746953518,449.736414770159,15.26785,0.410656,241.6932,1.8227594027,21.7447072127,0.1639904206,183.0872463849,1.8227594027,16.4720338306,0.1639904206,12.55297,0.436952,48.6552,1.0440738671,4.3774217826,0.0939334683,44.0212571892,1.0440738671,3.960514192,0.0939334683,5118.32,174.765789494, linker100_NH, linker102_CO, pts,32.6609,32.6609,38.4741,89.5045,89.6817,90.0, C688H416N64O96,688,0,416,64,96,0,0,2,1,5,10.91553,8.71113,10.8107,218.81548147773097,44.049691983495435
